"id","age","gender","race","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","postal_code","annual_mileage","vehicle_type","speeding_violations","duis","past_accidents","outcome"
921097,2,0,1,2,3,3,"","1.0",1,"1.0","1.0",92101,"11000.0",0,3,0,2,"0.0"
98839,1,0,0,1,3,1,"0.3931531299744003","1.0",0,"0.0","1.0",32765,"12000.0",0,1,0,0,"0.0"
105372,1,0,0,1,0,1,"0.5039497598168121","0.0",0,"0.0","1.0",10238,"14000.0",0,1,0,0,"0.0"
888828,2,1,1,2,3,3,"0.6586274302571438","1.0",0,"1.0","0.0",10238,"14000.0",0,3,0,2,"0.0"
37454,1,0,1,0,2,1,"0.5241464657501199","0.0",0,"0.0","0.0",10238,"17000.0",0,0,0,0,"1.0"
370044,3,1,1,2,3,3,"0.5531007570628673","0.0",1,"1.0","1.0",32765,"7000.0",0,9,0,1,"0.0"
768282,0,0,1,0,3,1,"0.4475509489142775","0.0",0,"1.0","1.0",10238,"8000.0",0,0,0,0,"1.0"
738729,0,0,1,0,0,1,"0.5107331365064207","1.0",0,"1.0","1.0",10238,"7000.0",0,0,0,0,"1.0"
437535,1,0,1,1,2,2,"","1.0",1,"1.0","0.0",10238,"15000.0",0,0,0,0,"0.0"
329536,0,0,1,0,2,0,"0.4613735917269193","0.0",0,"0.0","0.0",32765,"9000.0",0,0,0,0,"1.0"
328531,2,0,1,2,3,2,"0.3875569443647317","0.0",1,"0.0","1.0",32765,"12000.0",0,2,0,1,"0.0"
123941,2,0,1,2,3,2,"0.5701572256616224","1.0",1,"1.0","1.0",10238,"",0,0,0,0,"0.0"
131881,1,1,1,1,3,1,"0.5501250875743224","1.0",0,"0.0","0.0",10238,"16000.0",0,0,1,0,"0.0"
839572,2,1,1,2,2,1,"0.4529442316093683","0.0",0,"1.0","1.0",10238,"12000.0",0,3,0,1,"0.0"
171578,1,1,1,1,3,3,"","1.0",0,"1.0","1.0",10238,"8000.0",0,2,0,1,"0.0"
589757,2,0,1,2,2,3,"0.5352743096602144","1.0",0,"1.0","1.0",92101,"7000.0",0,2,0,0,"0.0"
336859,0,0,1,0,3,2,"0.6147359485632915","1.0",0,"0.0","1.0",10238,"15000.0",0,0,0,0,"1.0"
788111,2,0,0,2,2,0,"0.4544471564329259","1.0",0,"1.0","1.0",10238,"",0,1,0,1,"0.0"
407453,2,0,1,0,3,3,"0.6137409183819416","1.0",0,"0.0","0.0",10238,"",0,0,0,0,"0.0"
367026,2,0,0,1,2,1,"0.5326613280250595","1.0",0,"1.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
334687,2,0,0,0,3,2,"0.4277285143019345","1.0",0,"0.0","0.0",10238,"15000.0",0,0,0,0,"1.0"
623367,3,1,1,2,3,3,"0.6859457213719147","1.0",0,"1.0","1.0",32765,"5000.0",0,4,1,4,"0.0"
688440,3,1,1,1,3,3,"0.6936124267187082","1.0",0,"1.0","1.0",10238,"10000.0",0,2,0,0,"0.0"
547974,3,1,1,2,2,3,"0.5979905963582334","0.0",0,"1.0","1.0",10238,"12000.0",0,2,1,7,"1.0"
989064,1,1,1,0,0,0,"0.3308186664986927","0.0",1,"1.0","1.0",10238,"12000.0",0,0,0,0,"1.0"
422816,2,1,1,2,2,1,"","1.0",0,"0.0","0.0",10238,"12000.0",0,5,0,7,"0.0"
307408,1,0,0,1,0,1,"","1.0",0,"0.0","1.0",10238,"9000.0",0,2,0,0,"0.0"
675898,0,1,1,0,2,2,"0.5083042183803546","1.0",0,"0.0","1.0",10238,"16000.0",0,0,0,0,"0.0"
480452,1,0,1,0,3,3,"0.7641329165005233","1.0",0,"1.0","1.0",10238,"12000.0",0,0,0,0,"0.0"
93199,2,0,1,0,3,2,"0.4775169603837716","1.0",1,"1.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
125802,2,0,1,2,3,3,"0.6812332078486962","1.0",0,"1.0","1.0",10238,"10000.0",0,0,0,1,"0.0"
616663,2,1,1,0,3,3,"0.4671555457007022","1.0",1,"0.0","0.0",10238,"16000.0",0,0,0,0,"0.0"
423497,0,0,1,0,2,1,"0.3941632454999797","1.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
492837,2,0,1,1,3,3,"0.6610607322734078","1.0",1,"1.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
422563,2,1,1,2,3,3,"0.6651879748430346","0.0",0,"0.0","1.0",10238,"14000.0",0,2,0,1,"0.0"
185231,0,0,1,0,2,2,"0.560770206632082","1.0",0,"0.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
949152,1,0,1,1,3,3,"0.7454327103696547","0.0",1,"0.0","0.0",32765,"9000.0",0,0,0,0,"0.0"
859453,1,1,1,1,3,2,"0.53257435224505","1.0",0,"1.0","1.0",10238,"13000.0",0,1,0,2,"0.0"
466578,1,0,1,1,2,2,"0.5267473391434415","1.0",1,"0.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
998214,0,0,0,0,0,0,"0.4124517461654282","0.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
828462,2,1,1,2,2,1,"0.3871071449018297","0.0",0,"0.0","1.0",10238,"16000.0",0,0,0,6,"0.0"
511837,3,1,1,1,2,2,"0.5499938678343249","1.0",0,"1.0","1.0",32765,"9000.0",0,3,1,1,"0.0"
554995,0,1,1,0,3,3,"0.5853420947575604","1.0",0,"1.0","1.0",10238,"12000.0",1,0,0,0,"1.0"
680717,3,1,1,3,0,2,"0.5987396054343311","1.0",0,"1.0","1.0",10238,"14000.0",0,6,1,3,"0.0"
978021,2,1,1,2,3,3,"0.6026557000791793","1.0",1,"1.0","1.0",10238,"7000.0",0,4,0,6,"0.0"
509815,1,0,1,0,2,1,"0.5114570584803535","1.0",1,"1.0","1.0",32765,"",0,0,0,0,"0.0"
6676,2,0,1,2,2,3,"0.5586591735288894","0.0",0,"0.0","1.0",10238,"15000.0",0,3,0,2,"0.0"
362280,2,1,1,1,2,1,"0.6284070137170304","0.0",0,"0.0","0.0",10238,"13000.0",0,0,0,0,"1.0"
883018,2,1,1,0,2,1,"0.5057903732571783","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
889355,1,0,1,1,3,3,"0.7268184180645275","1.0",0,"1.0","1.0",10238,"15000.0",0,2,0,0,"0.0"
198273,3,1,1,2,3,3,"0.6904423335733175","1.0",1,"1.0","1.0",32765,"9000.0",0,8,0,2,"0.0"
197763,2,1,1,2,3,3,"0.4796771646619314","0.0",1,"1.0","0.0",10238,"14000.0",0,1,0,2,"0.0"
55670,1,1,1,1,3,3,"","1.0",1,"1.0","1.0",10238,"11000.0",0,3,1,0,"0.0"
545941,2,0,1,2,0,1,"0.4405592041968235","1.0",1,"1.0","1.0",10238,"11000.0",0,1,0,2,"0.0"
814196,0,0,1,0,0,2,"0.634052597196068","1.0",0,"0.0","1.0",32765,"",0,0,0,0,"1.0"
560160,0,0,1,0,2,0,"0.4574695879943666","0.0",0,"0.0","0.0",10238,"",0,0,0,0,"0.0"
320444,1,1,1,0,0,0,"0.3086490182004943","0.0",0,"0.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
305793,0,1,1,0,2,0,"0.2458351852340737","0.0",0,"1.0","1.0",10238,"11000.0",0,0,0,0,"1.0"
362190,0,1,1,0,2,0,"0.3056465190413162","0.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
62647,1,1,1,1,2,3,"0.7440140862681482","1.0",0,"0.0","0.0",10238,"13000.0",0,2,0,1,"0.0"
296948,2,1,1,1,3,3,"0.6704645467899408","1.0",1,"1.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
673660,3,0,1,3,2,3,"0.6830407984824192","0.0",1,"1.0","1.0",10238,"10000.0",0,4,1,3,"0.0"
945867,0,1,1,0,3,2,"0.828628569053192","1.0",0,"0.0","0.0",10238,"13000.0",0,0,0,0,"1.0"
391880,3,1,1,3,0,2,"","1.0",0,"1.0","1.0",32765,"10000.0",0,12,2,2,"0.0"
241973,3,0,1,3,2,3,"0.6293380939717407","1.0",0,"1.0","0.0",10238,"11000.0",0,2,0,2,"0.0"
429503,0,1,1,0,2,0,"0.28372421050714","0.0",0,"0.0","1.0",10238,"15000.0",0,0,0,0,"1.0"
810013,0,1,1,0,3,1,"0.4576486815858435","1.0",1,"0.0","0.0",10238,"14000.0",1,0,0,0,"1.0"
663458,0,0,1,0,2,0,"0.3049876423937953","0.0",0,"0.0","0.0",10238,"15000.0",0,0,0,0,"1.0"
879976,0,1,1,0,2,1,"0.5517442884135392","0.0",0,"1.0","1.0",32765,"10000.0",0,0,0,0,"1.0"
418841,0,1,0,0,0,0,"0.3186855562451054","1.0",0,"1.0","0.0",32765,"9000.0",0,0,0,0,"1.0"
542236,1,1,0,1,0,1,"0.436944194154781","1.0",0,"0.0","0.0",10238,"12000.0",0,3,0,0,"0.0"
937573,2,1,1,1,3,3,"0.6291939843221722","1.0",0,"1.0","1.0",32765,"7000.0",0,5,0,1,"0.0"
670850,0,1,1,0,3,1,"0.4055600158887265","1.0",0,"0.0","0.0",10238,"17000.0",0,0,0,0,"1.0"
151252,0,1,1,0,3,2,"0.6235462115803201","1.0",0,"1.0","0.0",10238,"11000.0",0,0,0,0,"0.0"
706349,3,1,1,1,3,3,"0.7270329897821235","1.0",0,"1.0","1.0",10238,"10000.0",0,1,1,2,"0.0"
602998,3,1,1,2,0,1,"0.426828388879915","1.0",0,"1.0","0.0",10238,"14000.0",0,3,1,7,"0.0"
242772,1,0,1,1,0,2,"0.5036589704487734","1.0",0,"0.0","1.0",10238,"10000.0",0,1,2,0,"0.0"
393449,1,0,1,1,2,2,"","0.0",0,"0.0","0.0",10238,"12000.0",0,2,0,0,"0.0"
380740,3,1,1,3,3,3,"0.7264400018455291","1.0",1,"1.0","1.0",10238,"7000.0",0,2,0,3,"0.0"
938115,0,0,1,0,0,0,"0.2444900931240796","0.0",0,"0.0","1.0",32765,"",0,0,0,0,"1.0"
727943,0,1,1,0,3,2,"0.5757707974509628","1.0",0,"0.0","0.0",10238,"11000.0",0,0,0,0,"1.0"
766309,0,1,1,0,2,0,"","0.0",0,"0.0","0.0",10238,"10000.0",1,0,0,0,"1.0"
261229,0,1,1,0,3,1,"0.468671965728324","1.0",1,"0.0","1.0",32765,"9000.0",0,0,0,0,"1.0"
60866,3,1,1,2,3,3,"0.6970834558464781","0.0",1,"0.0","1.0",10238,"13000.0",0,3,0,2,"0.0"
752797,2,0,1,2,2,1,"0.5429181079423034","1.0",0,"0.0","0.0",10238,"15000.0",0,1,1,0,"0.0"
45002,3,1,1,3,2,3,"0.6722562535141292","1.0",0,"1.0","1.0",10238,"9000.0",0,4,1,2,"0.0"
482448,0,1,1,0,0,0,"0.3864066185703315","0.0",0,"0.0","0.0",32765,"8000.0",0,0,0,0,"1.0"
549142,0,1,1,0,3,2,"0.5512978330713669","1.0",0,"1.0","1.0",10238,"12000.0",0,0,0,0,"1.0"
95138,2,1,1,2,2,2,"0.5985570254244251","0.0",1,"1.0","0.0",10238,"14000.0",0,4,1,4,"0.0"
851152,1,0,1,1,0,1,"","0.0",0,"1.0","1.0",10238,"",0,0,0,1,"0.0"
615991,2,0,1,2,2,3,"0.5824219946087406","1.0",1,"1.0","1.0",10238,"11000.0",0,2,0,1,"0.0"
424820,1,0,0,1,2,2,"0.540182723180248","1.0",0,"1.0","1.0",10238,"",0,0,0,1,"0.0"
807847,3,1,1,2,3,3,"0.6330139475122963","1.0",1,"0.0","1.0",10238,"14000.0",0,3,1,4,"0.0"
758983,2,1,1,2,2,2,"0.552204630296896","1.0",1,"1.0","0.0",32765,"12000.0",0,6,0,3,"0.0"
987114,1,0,1,0,3,2,"0.3266816101781183","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
873457,2,1,0,2,2,2,"0.5880825424047316","1.0",0,"1.0","1.0",10238,"13000.0",0,7,1,1,"0.0"
699703,3,0,1,0,3,3,"0.7022748020975709","0.0",0,"1.0","1.0",92101,"10000.0",0,0,0,0,"1.0"
563342,3,0,1,0,3,3,"0.7266055391975765","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
504412,1,1,1,1,3,1,"","0.0",0,"1.0","1.0",10238,"12000.0",0,3,2,3,"1.0"
284106,3,1,1,3,3,3,"0.73238212135242","1.0",0,"1.0","1.0",10238,"12000.0",0,5,1,5,"0.0"
78189,0,0,1,0,0,0,"0.2012839211827758","1.0",0,"0.0","0.0",32765,"12000.0",0,0,0,0,"1.0"
427520,1,1,1,1,3,2,"0.4641607076311848","0.0",0,"0.0","0.0",10238,"16000.0",0,0,1,0,"0.0"
689030,2,0,1,2,3,3,"0.6579677428053038","1.0",1,"1.0","0.0",92101,"13000.0",0,1,0,1,"0.0"
966467,3,1,1,3,3,3,"0.6002161554309658","1.0",0,"1.0","1.0",10238,"13000.0",0,5,2,4,"0.0"
288712,3,1,1,3,3,3,"0.6663760181644964","1.0",1,"1.0","1.0",10238,"12000.0",0,3,0,7,"0.0"
228114,1,1,1,0,2,1,"0.4031472802313768","1.0",0,"1.0","1.0",10238,"10000.0",0,0,0,0,"0.0"
63715,3,1,1,2,3,3,"0.4169350441301069","1.0",0,"0.0","1.0",10238,"13000.0",0,5,1,5,"0.0"
624077,3,0,1,3,0,3,"0.5948797136778915","1.0",0,"1.0","1.0",32765,"8000.0",1,10,0,1,"0.0"
726352,1,1,0,1,0,0,"0.3804265034620669","0.0",0,"1.0","1.0",10238,"16000.0",0,1,0,1,"0.0"
150072,0,0,1,0,0,0,"","0.0",0,"0.0","0.0",21217,"14000.0",0,0,0,0,"1.0"
792396,3,0,1,3,3,3,"0.680617632406099","1.0",0,"1.0","1.0",10238,"12000.0",0,1,2,2,"0.0"
768933,2,1,0,0,2,1,"0.3559504699938693","1.0",0,"0.0","1.0",10238,"16000.0",0,0,0,0,"1.0"
452356,2,0,1,1,0,2,"","1.0",0,"0.0","1.0",32765,"10000.0",0,2,0,0,"0.0"
849811,3,0,0,3,2,3,"0.587831426389767","1.0",1,"1.0","0.0",32765,"",1,3,0,1,"0.0"
579336,3,0,1,1,3,3,"0.5733880426029547","1.0",1,"1.0","1.0",10238,"10000.0",0,0,0,2,"0.0"
648922,0,1,1,0,3,2,"0.2964062828237805","1.0",0,"0.0","0.0",10238,"13000.0",0,0,0,0,"1.0"
47909,3,1,1,1,3,3,"0.4295096986208441","1.0",0,"1.0","1.0",10238,"10000.0",0,1,0,4,"0.0"
619577,3,0,1,3,3,3,"0.6885687186194461","1.0",1,"0.0","1.0",92101,"11000.0",0,2,0,0,"0.0"
212678,3,0,1,2,3,3,"0.700017431968704","1.0",1,"0.0","1.0",32765,"13000.0",0,1,0,1,"0.0"
579720,1,1,1,1,3,1,"0.4495886310379405","0.0",0,"0.0","1.0",10238,"",1,0,0,1,"1.0"
995884,2,0,1,2,3,3,"0.6900455818778344","1.0",1,"1.0","0.0",10238,"11000.0",0,2,1,1,"0.0"
226326,2,0,0,1,3,1,"0.4960298730510012","1.0",1,"0.0","0.0",10238,"13000.0",0,0,0,1,"0.0"
943922,1,1,1,1,3,3,"0.6563457625165399","0.0",1,"1.0","1.0",32765,"6000.0",0,8,0,0,"0.0"
510116,2,1,1,0,2,2,"0.4983566259941653","1.0",1,"0.0","1.0",10238,"12000.0",0,0,0,0,"0.0"
536546,0,0,1,0,3,2,"0.5463825431033477","1.0",0,"1.0","1.0",10238,"12000.0",0,0,0,0,"0.0"
75592,2,0,1,1,2,1,"0.3158628767091658","1.0",0,"0.0","1.0",10238,"11000.0",0,0,0,1,"0.0"
487116,1,1,1,1,0,1,"0.5300643171181573","1.0",0,"0.0","0.0",10238,"",0,1,0,2,"1.0"
936820,1,0,1,1,2,1,"0.3578391720711443","1.0",0,"0.0","1.0",32765,"12000.0",0,1,0,0,"1.0"
634050,3,1,1,1,3,3,"0.672756052841708","1.0",1,"1.0","1.0",10238,"9000.0",0,1,0,2,"0.0"
307397,2,1,1,2,3,3,"0.7419993760301162","1.0",1,"0.0","1.0",10238,"",0,2,0,2,"0.0"
558748,3,0,1,3,3,3,"0.6226519789949738","1.0",1,"1.0","1.0",10238,"11000.0",0,1,0,0,"0.0"
856630,0,0,1,0,2,2,"0.4801406677163008","0.0",1,"0.0","0.0",32765,"14000.0",0,0,0,0,"1.0"
200009,3,1,1,3,3,3,"0.6787954309829434","1.0",1,"1.0","1.0",10238,"11000.0",0,5,1,3,"0.0"
784462,3,1,1,3,3,3,"","1.0",0,"1.0","1.0",32765,"10000.0",0,13,1,6,"0.0"
792252,2,0,1,2,3,3,"0.5152467080125883","1.0",1,"0.0","1.0",10238,"12000.0",0,2,0,1,"0.0"
462586,1,1,1,1,0,1,"0.4899205986325767","1.0",0,"0.0","1.0",10238,"13000.0",0,3,0,1,"0.0"
577965,3,1,1,3,2,2,"0.4219579486132668","1.0",0,"0.0","1.0",10238,"11000.0",0,4,0,6,"0.0"
818248,2,1,1,2,3,3,"0.5843548496662949","1.0",0,"0.0","0.0",10238,"",0,1,0,2,"0.0"
491438,0,1,1,0,0,0,"","0.0",0,"0.0","0.0",10238,"9000.0",0,0,0,0,"1.0"
896587,3,0,1,3,2,3,"0.5581569698935803","1.0",1,"0.0","1.0",10238,"14000.0",0,0,0,0,"0.0"
431538,0,1,1,0,2,0,"0.19414954837432","0.0",0,"1.0","0.0",10238,"12000.0",1,0,0,0,"1.0"
164516,0,1,1,0,2,0,"0.300497330390378","0.0",0,"0.0","0.0",10238,"13000.0",0,0,0,0,"1.0"
479577,2,0,1,2,3,3,"0.6670906918498556","1.0",1,"1.0","1.0",10238,"7000.0",0,4,0,0,"0.0"
395233,2,1,1,0,2,3,"0.6130724079074048","1.0",0,"1.0","0.0",10238,"",0,0,0,0,"1.0"
221838,2,1,1,1,3,3,"","1.0",1,"1.0","0.0",10238,"11000.0",0,3,0,2,"0.0"
938476,1,1,0,1,2,2,"0.5952817629709132","1.0",0,"1.0","1.0",32765,"8000.0",0,1,0,1,"0.0"
112454,1,1,1,0,0,0,"0.3482357882933829","0.0",0,"1.0","1.0",32765,"7000.0",0,0,0,0,"1.0"
91246,1,1,1,1,2,1,"0.3566396714745861","1.0",1,"1.0","1.0",10238,"8000.0",0,3,0,1,"0.0"
2743,1,0,1,1,0,1,"0.3486591269429803","0.0",0,"1.0","0.0",21217,"12000.0",0,0,0,0,"1.0"
248888,2,1,1,0,2,2,"0.5594684860915574","1.0",0,"0.0","1.0",32765,"12000.0",0,0,0,0,"1.0"
195523,0,1,1,0,2,0,"0.514483730987584","0.0",0,"0.0","0.0",10238,"12000.0",0,0,0,0,"1.0"
981926,2,0,1,2,3,3,"0.5626384060668865","1.0",1,"0.0","1.0",10238,"13000.0",0,2,1,0,"0.0"
593426,2,1,1,2,3,2,"0.5717246252857962","1.0",0,"0.0","1.0",32765,"15000.0",0,2,2,1,"0.0"
235574,3,0,1,3,3,3,"0.6510078690171576","1.0",1,"1.0","1.0",10238,"12000.0",0,5,0,2,"0.0"
440993,0,1,1,0,3,1,"0.3707348173567914","1.0",0,"0.0","0.0",10238,"12000.0",0,0,0,0,"1.0"
446993,0,1,1,0,2,0,"0.3051450776813433","1.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"0.0"
82684,1,1,1,1,3,3,"0.5744144216758436","1.0",0,"0.0","0.0",32765,"",0,2,0,5,"1.0"
301242,1,0,1,1,3,2,"0.4500145680826032","1.0",0,"0.0","1.0",10238,"13000.0",0,1,0,1,"0.0"
784122,1,1,1,1,3,3,"0.6364490959261638","1.0",0,"1.0","1.0",10238,"",0,0,1,4,"0.0"
884967,3,1,1,3,3,3,"0.4576717029360895","0.0",0,"1.0","1.0",10238,"",0,4,0,8,"0.0"
7722,1,0,0,0,2,0,"0.3357473732007096","0.0",0,"0.0","1.0",10238,"15000.0",0,0,0,0,"1.0"
278557,1,0,1,1,0,0,"0.3186947648911332","0.0",0,"0.0","1.0",32765,"",1,1,2,0,"0.0"
123443,1,1,1,1,3,3,"0.5578403271955679","1.0",1,"1.0","1.0",10238,"10000.0",0,2,0,0,"0.0"
112143,0,0,1,0,0,1,"0.1924274124285441","0.0",0,"0.0","1.0",32765,"11000.0",0,0,0,0,"1.0"
912138,1,1,1,1,3,1,"0.3528243251354439","0.0",0,"1.0","1.0",32765,"11000.0",1,6,1,3,"1.0"
601305,3,0,1,0,3,3,"0.647569234863379","0.0",1,"1.0","1.0",10238,"11000.0",0,0,0,0,"1.0"
602274,0,0,1,0,2,2,"0.4572362634438549","1.0",1,"0.0","0.0",92101,"10000.0",0,0,0,0,"0.0"
352099,1,1,1,1,0,2,"0.5042469291759577","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,1,"0.0"
660400,0,1,1,0,2,0,"0.3749625006784157","1.0",0,"0.0","1.0",10238,"15000.0",0,0,0,0,"1.0"
267614,0,0,1,0,3,3,"0.6603156212983624","1.0",0,"0.0","1.0",10238,"11000.0",1,0,0,0,"0.0"
974380,2,0,1,2,2,3,"0.4169178873741152","1.0",0,"0.0","1.0",32765,"12000.0",0,3,0,0,"0.0"
346585,1,0,1,1,2,3,"0.6350840347750659","1.0",0,"1.0","0.0",10238,"17000.0",0,0,1,0,"0.0"
536135,1,1,1,1,2,2,"0.4049288507406456","1.0",0,"1.0","1.0",92101,"11000.0",0,2,0,0,"0.0"
75569,2,0,1,2,2,3,"0.4956283926329951","0.0",1,"1.0","0.0",10238,"11000.0",0,2,0,0,"0.0"
415320,0,1,1,0,0,0,"0.3921778349659278","0.0",0,"1.0","0.0",10238,"",0,0,0,0,"1.0"
645135,2,0,1,1,2,3,"0.5149450496137513","1.0",1,"1.0","1.0",10238,"11000.0",0,0,0,2,"0.0"
